Rule 9:
If parent ?b, then predecessor ?b.
Cosimo de Medici, Cosimo de Medici has parent Giovanni di Bicci de Medici The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henrietta of England, Henrietta of England has parent Henrietta Maria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Yaroslav the Wise, Yaroslav the Wise has parent Vladimir the Great The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Salomea of Berg, Salomea of Berg has parent Henry I Count of Berg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis XIV, Louis XIV has parent Anne of Austria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philippe I Duke of Orl ans, Philippe I Duke of Orl ans has parent Anne of Austria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John I of France, John I of France has parent Clementia of Hungary The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Catherine de Medici, Catherine de Medici has parent Lorenzo de Medici Duke of Urbino The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret of Austria Queen of Spain, Margaret of Austria Queen of Spain has parent Maria Anna of Bavaria born 1551 The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Bonne of Luxembourg, Bonne of Luxembourg has parent John of Bohemia The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ferdinand II of Aragon, Ferdinand II of Aragon has parent Juana Enr quez The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Napoleon, Napoleon has parent Carlo Buonaparte The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis Bonaparte, Louis Bonaparte has parent Carlo Buonaparte The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Princess Caroline Louise of Saxe Weimar Eisenach, Princess Caroline Louise of Saxe Weimar Eisenach has parent Karl August Grand Duke of Saxe Weimar Eisenach The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria Antonia Ferdinanda of Spain, Maria Antonia Ferdinanda of Spain has parent Elisabeth Farnese The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Anne of Kiev, Anne of Kiev has parent Yaroslav the Wise The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eleanor of Alburquerque, Eleanor of Alburquerque has parent Beatrice of Portugal died 1381 The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charlotte of Mecklenburg Strelitz, Charlotte of Mecklenburg Strelitz has parent Princess Elisabeth Albertine of Saxe Hildburghausen The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Joanna of Bourbon, Joanna of Bourbon has parent Peter I Duke of Bourbon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip I of Castile, Philip I of Castile has parent Mary of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Arnulf II Count of Flanders, Arnulf II Count of Flanders has parent Matilda of Saxony countess of Flanders The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Countess Palatine Caroline of Zweibr cken, Countess Palatine Caroline of Zweibr cken has parent Countess Caroline of Nassau Saarbr cken The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis XI, Louis XI has parent Marie of Anjou The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret Holland Duchess of Clarence, Margaret Holland Duchess of Clarence has parent Thomas Holland 2nd Earl of Kent The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Reginald I Count of Burgundy, Reginald I Count of Burgundy has parent Ermentrude de Roucy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Anne of Foix Candale, Anne of Foix Candale has parent Gaston de Foix Count of Candale The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Elizabeth the Cuman, Elizabeth the Cuman has parent K ten The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis II Duke of Bavaria, Louis II Duke of Bavaria has parent Agnes of the Palatinate The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Robert III of Worms, Robert III of Worms has parent Robert II Count of Hesbaye The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria Antonia Ferdinanda of Spain, Maria Antonia Ferdinanda of Spain has parent Philip V of Spain The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles III of Spain, Charles III of Spain has parent Philip V of Spain The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Edward the Elder, Edward the Elder has parent Ealhswith The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Infanta Luisa Fernanda Duchess of Montpensier, Infanta Luisa Fernanda Duchess of Montpensier has parent Ferdinand VII of Spain The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria Teresa Felicitas d Este, Maria Teresa Felicitas d Este has parent Charlotte Agla  d Orl ans The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Joan I Countess of Auvergne has predecessor William XII Count of Auvergne, Joan I Countess of Auvergne has parent William XII Count of Auvergne The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Denis of Portugal, Denis of Portugal has parent Beatrice of Castile 1242 1303 The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Albert Azzo I Margrave of Milan, Albert Azzo I Margrave of Milan has parent Oberto II Margrave of Milan The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Isabella Duchess of Lorraine, Isabella Duchess of Lorraine has parent Charles II Duke of Lorraine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie Ad la de of Savoy, Marie Ad la de of Savoy has parent Anne Marie d Orl ans The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles Emmanuel III of Sardinia, Charles Emmanuel III of Sardinia has parent Anne Marie d Orl ans The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charlemagne, Charlemagne has parent Pepin the Short The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry IV of France has predecessor Jeanne d Albret, Henry IV of France has parent Jeanne d Albret The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Philip IV of France, Philip IV of France has parent Isabella of Aragon Queen of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles Count of Valois, Charles Count of Valois has parent Isabella of Aragon Queen of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Jacquetta of Luxembourg, Jacquetta of Luxembourg has parent Margaret of Baux The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Reginar II Count of Hainaut, Reginar II Count of Hainaut has parent Reginar Longneck The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis II of Anjou, Louis II of Anjou has parent Marie of Blois Duchess of Anjou The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Elizabeth the Cuman, Elizabeth the Cuman has parent Cumans The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Agnes of Rochlitz, Agnes of Rochlitz has parent Dedi III Margrave of Lusatia The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
William I Count of Burgundy, William I Count of Burgundy has parent Alice of Normandy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria Christina of the Two Sicilies, Maria Christina of the Two Sicilies has parent Francis I of the Two Sicilies The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Mary of Burgundy Duchess of Cleves, Mary of Burgundy Duchess of Cleves has parent Margaret of Bavaria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Agnes of Burgundy Duchess of Bourbon, Agnes of Burgundy Duchess of Bourbon has parent Margaret of Bavaria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip the Good, Philip the Good has parent Margaret of Bavaria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Boso the Elder, Boso the Elder has parent Boso II of Italy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Matilda of Saxony countess of Flanders, Matilda of Saxony countess of Flanders has parent Hermann Billung The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Bouchard IV of Avesnes, Bouchard IV of Avesnes has parent James of Avesnes The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick III Duke of Lorraine has predecessor Matthias II Duke of Lorraine, Frederick III Duke of Lorraine has parent Matthias II Duke of Lorraine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Godfrey I Count of Louvain, Godfrey I Count of Louvain has parent Henry II Count of Louvain The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
James IV of Scotland, James IV of Scotland has parent Margaret of Denmark Queen of Scotland The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Anna Maria of Ostfriesland, Anna Maria of Ostfriesland has parent Anna of Holstei Gottorp The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria Luisa of Spain, Maria Luisa of Spain has parent Maria Amalia of Saxony The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Antoine Count of Vaud mont, Antoine Count of Vaud mont has parent Frederick I Count of Vaud mont The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Lothair of France has predecessor Louis IV of France, Lothair of France has parent Louis IV of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Matilda of France, Matilda of France has parent Louis IV of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Geoffrey Plantagenet Count of Anjou, Geoffrey Plantagenet Count of Anjou has parent Ermengarde Countess of Maine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Sibylla of Anjou, Sibylla of Anjou has parent Ermengarde Countess of Maine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria Luisa of Spain, Maria Luisa of Spain has parent Charles III of Spain The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Saint Margaret of Scotland, Saint Margaret of Scotland has parent Edward the Exile The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry II of Castile, Henry II of Castile has parent Eleanor de Guzm n The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eleanor of Castile has predecessor Joan Countess of Ponthieu, Eleanor of Castile has parent Joan Countess of Ponthieu The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Baldwin III Count of Flanders, Baldwin III Count of Flanders has parent Adele of Vermandois The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Baldwin IV Count of Hainaut, Baldwin IV Count of Hainaut has parent Baldwin III Count of Hainaut The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis XIV, Louis XIV has parent Louis XIII The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Theobald I Count of Blois, Theobald I Count of Blois has parent Theobald the Elder The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
William VIII Duke of Aquitaine, William VIII Duke of Aquitaine has parent Agnes of Burgundy Duchess of Aquitaine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Valdemar I of Denmark, Valdemar I of Denmark has parent Canute Lavard The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eadgifu of Wessex, Eadgifu of Wessex has parent Edward the Elder The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Agnes of France Duchess of Burgundy, Agnes of France Duchess of Burgundy has parent Margaret of Provence The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip III of France, Philip III of France has parent Margaret of Provence The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Anna Maria of Ostfriesland, Anna Maria of Ostfriesland has parent Enno III Count of East Frisia The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Berthold Duke of Merania, Berthold Duke of Merania has parent Berthold I of Istria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Yaroslav the Wise, Yaroslav the Wise has parent Rogneda of Polotsk The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Francesco I Sforza, Francesco I Sforza has parent Muzio Attendolo Sforza The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ren  II Duke of Lorraine, Ren  II Duke of Lorraine has parent Frederick II Count of Vaud mont The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Sophia of Minsk, Sophia of Minsk has parent Richeza of Poland Queen of Sweden The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Blanche of Brittany, Blanche of Brittany has parent John II Duke of Brittany The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie of Brittany Countess of Saint Pol, Marie of Brittany Countess of Saint Pol has parent John II Duke of Brittany The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Arthur II Duke of Brittany has predecessor John II Duke of Brittany, Arthur II Duke of Brittany has parent John II Duke of Brittany The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Louis Count of Vend me, Louis Count of Vend me has parent John I Count of La Marche The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charlotte of Bourbon Queen of Cyprus, Charlotte of Bourbon Queen of Cyprus has parent John I Count of La Marche The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Lorenzo de Medici, Lorenzo de Medici has parent Lucrezia Tornabuoni The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John II Count of Holland, John II Count of Holland has parent John I Count of Hainaut The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Francis I Holy Roman Emperor, Francis I Holy Roman Emperor has parent Leopold Duke of Lorraine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John of Gaunt, John of Gaunt has parent Philippa of Hainault The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
George Duke of Brunswic Calenberg, George Duke of Brunswic Calenberg has parent William the Younger Duke of Brunswic L neburg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis the Stammerer, Louis the Stammerer has parent Charles the Bald The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick Prince of Wales, Frederick Prince of Wales has parent Caroline of Ansbach The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry VI of England has predecessor Henry V of England, Henry VI of England has parent Henry V of England The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Louis II Duke of Bavaria, Louis II Duke of Bavaria has parent Otto II Duke of Bavaria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick II Duke of Lorraine has predecessor Frederick I Duke of Lorraine, Frederick II Duke of Lorraine has parent Frederick I Duke of Lorraine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Archduchess Maria Clementina of Austria, Archduchess Maria Clementina of Austria has parent Maria Luisa of Spain The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Alfonso VII of Le n and Castile, Alfonso VII of Le n and Castile has parent Raymond of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis I Duke of Bourbon, Louis I Duke of Bourbon has parent Beatrice of Burgundy Lady of Bourbon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Sophia Eleonore of Saxony, Sophia Eleonore of Saxony has parent John George I Elector of Saxony The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry II Duke of Brabant, Henry II Duke of Brabant has parent Henry I Duke of Brabant The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Fran oise d Aubign  Marquise de Maintenon, Fran oise d Aubign  Marquise de Maintenon has parent Constant d Aubign  The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Baldwin III Count of Hainaut, Baldwin III Count of Hainaut has parent Baldwin II Count of Hainaut The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Berengar II of Italy, Berengar II of Italy has parent Gisela of Friuli The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis Philippe I Duke of Orl ans has predecessor Louis Duke of Orl ans 1703 1752, Louis Philippe I Duke of Orl ans has parent Louis Duke of Orl ans 1703 1752 The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Napoleon III, Napoleon III has parent Hortense de Beauharnais The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Bertha of Burgundy, Bertha of Burgundy has parent Matilda of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry I of Navarre, Henry I of Navarre has parent Margaret of Bourbon Queen of Navarre The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles III Duke of Savoy, Charles III Duke of Savoy has parent Claudine de Brosse The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
James I of Aragon has predecessor Peter II of Aragon, James I of Aragon has parent Peter II of Aragon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Charles Ferdinand Duke of Berry, Charles Ferdinand Duke of Berry has parent Charles X The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John of Montfort, John of Montfort has parent Arthur II Duke of Brittany The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Madeleine de La Tour d Auvergne, Madeleine de La Tour d Auvergne has parent Jeanne de Bourbon Duchess of Bourbon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry son of Robert I of Burgundy, Henry son of Robert I of Burgundy has parent Helie of Semur The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Princess Magdalena Augusta of Anhalt Zerbst, Princess Magdalena Augusta of Anhalt Zerbst has parent Charles Prince of Anhalt Zerbst The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip III of Spain, Philip III of Spain has parent Anna of Austria Queen of Spain The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eleanor of Alburquerque, Eleanor of Alburquerque has parent Sancho Alfonso The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Blanche of Artois, Blanche of Artois has parent Matilda of Brabant Countess of Artois The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ermengarde Countess of Maine, Ermengarde Countess of Maine has parent Elias I Count of Maine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret of Geneva, Margaret of Geneva has parent William I of Geneva The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ferdinand Duke of Viseu, Ferdinand Duke of Viseu has parent Edward King of Portugal The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Afonso V of Portugal has predecessor Edward King of Portugal, Afonso V of Portugal has parent Edward King of Portugal The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Taddea Visconti, Taddea Visconti has parent Beatrice Regina della Scala The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henrietta of England, Henrietta of England has parent Charles I of England The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Antoine Duke of Lorraine, Antoine Duke of Lorraine has parent Philippa of Guelders The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria Beatrice d Este Duchess of Massa has predecessor Maria Teresa Cybo Malaspina Duchess of Massa, Maria Beatrice d Este Duchess of Massa has parent Maria Teresa Cybo Malaspina Duchess of Massa The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Marie of Brabant Queen of France, Marie of Brabant Queen of France has parent Adelaide of Burgundy Duchess of Brabant The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Otto William Count of Burgundy, Otto William Count of Burgundy has parent Gerberga of M con The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Isabella Duchess of Lorraine, Isabella Duchess of Lorraine has parent Margaret of the Palatinate The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Gerberga of Saxony, Gerberga of Saxony has parent Matilda of Ringelheim The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Peter I Duke of Bourbon, Peter I Duke of Bourbon has parent Mary of Avesnes The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
James I Count of La Marche, James I Count of La Marche has parent Mary of Avesnes The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Odo IV Duke of Burgundy, Odo IV Duke of Burgundy has parent Robert II Duke of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Amicie de Courtenay, Amicie de Courtenay has parent Peter of Courtenay Lord of Conches The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Reginar III Count of Hainaut, Reginar III Count of Hainaut has parent Reginar II Count of Hainaut The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip III of Navarre, Philip III of Navarre has parent Margaret of Artois The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hortense de Beauharnais, Hortense de Beauharnais has parent Empress Jos phine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Albert IV Count of Habsburg, Albert IV Count of Habsburg has parent Rudolf II Count of Habsburg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Dirk III Count of Holland has predecessor Arnulf Count of Holland, Dirk III Count of Holland has parent Arnulf Count of Holland The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Arthur II Duke of Brittany, Arthur II Duke of Brittany has parent Beatrice of England The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie of Brittany Countess of Saint Pol, Marie of Brittany Countess of Saint Pol has parent Beatrice of England The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Theobald I of Navarre, Theobald I of Navarre has parent Theobald III Count of Champagne The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Francesco I de Medici Grand Duke of Tuscany has predecessor Cosimo I de Medici Grand Duke of Tuscany, Francesco I de Medici Grand Duke of Tuscany has parent Cosimo I de Medici Grand Duke of Tuscany The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Anne of Kiev, Anne of Kiev has parent Ingegerd Olofsdotter of Sweden The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Cosimo I de Medici Grand Duke of Tuscany, Cosimo I de Medici Grand Duke of Tuscany has parent Maria Salviati The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip of France 1116 1131, Philip of France 1116 1131 has parent Adelaide of Maurienne The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis VII of France, Louis VII of France has parent Adelaide of Maurienne The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles Count of Angoul me, Charles Count of Angoul me has parent John Count of Angoul me The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Lorenzo de Medici Duke of Urbino, Lorenzo de Medici Duke of Urbino has parent Alfonsina Orsini The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John IV Duke of Brittany, John IV Duke of Brittany has parent Joanna of Flanders The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Arnulf I Count of Flanders, Arnulf I Count of Flanders has parent Baldwin II Margrave of Flanders The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louise of Savoy, Louise of Savoy has parent Margaret of Bourbon 1438 1483 The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie Th r se of France, Marie Th r se of France has parent Louis XVI The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis XVII has predecessor Louis XVI, Louis XVII has parent Louis XVI The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Victor Amadeus II of Sardinia, Victor Amadeus II of Sardinia has parent Marie Jeanne Baptiste of Savoy Nemours The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis Dauphin of France son of Louis XIV, Louis Dauphin of France son of Louis XIV has parent Maria Theresa of Spain The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Elisabeth of Meissen, Elisabeth of Meissen has parent Matilda of Bavaria Margravine of Meissen The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
 lffl d wife of Edward the Elder,  lffl d wife of Edward the Elder has parent  thelhelm The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry II of Castile, Henry II of Castile has parent Alfonso XI of Castile The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Mary de Bohun, Mary de Bohun has parent Humphrey de Bohun 7th Earl of Hereford The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Theobald III Count of Champagne, Theobald III Count of Champagne has parent Marie of France Countess of Champagne The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria Theresa of Spain, Maria Theresa of Spain has parent Elisabeth of France 1602 1644 The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Countess Sophia Albertine of Erbach Erbach, Countess Sophia Albertine of Erbach Erbach has parent George Louis I Count of Erbach Erbach The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
