Rule 28:
If parent ?a, then child ?b.
Claude Fran oise de Lorraine, Charles V Duke of Lorraine has parent Claude Fran oise de Lorraine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Rudolf I of Germany has child Clemence of Austria, Clemence of Austria has parent Rudolf I of Germany The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Rudolf I of Germany has child Albert I of Germany, Albert I of Germany has parent Rudolf I of Germany The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Margaret Tudor, James V of Scotland has parent Margaret Tudor The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Walter Stewart 6th High Steward of Scotland, Robert II of Scotland has parent Walter Stewart 6th High Steward of Scotland The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Benedicta Henrietta of the Palatinate has child Wilhelmine Amalie of Brunswick, Wilhelmine Amalie of Brunswick has parent Benedicta Henrietta of the Palatinate The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Peter I of Portugal has child John I of Portugal, John I of Portugal has parent Peter I of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Peter I of Portugal has child Beatrice of Portugal died 1381, Beatrice of Portugal died 1381 has parent Peter I of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Stephen III of Auxonne, John Count of Chalon has parent Stephen III of Auxonne The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Antoine Count of Vaud mont, Frederick II Count of Vaud mont has parent Antoine Count of Vaud mont The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mary of Hungary Queen of Naples has child Margaret Countess of Anjou, Margaret Countess of Anjou has parent Mary of Hungary Queen of Naples The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Bouchard IV of Avesnes, John I Count of Hainaut has parent Bouchard IV of Avesnes The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Beatrice of Castile 1293 1359, Peter I of Portugal has parent Beatrice of Castile 1293 1359 The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Magdalene of Brandenburg 1412 1454, Otto V Duke of Brunswic L neburg has parent Magdalene of Brandenburg 1412 1454 The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Henry I of Navarre has child Joan I of Navarre, Joan I of Navarre has parent Henry I of Navarre The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Rudolph I of Burgundy has child Willa of Burgundy, Willa of Burgundy has parent Rudolph I of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Maria Carolina of Austria has child Maria Amalia of Naples and Sicily, Maria Amalia of Naples and Sicily has parent Maria Carolina of Austria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Stephen II Duke of Bavaria has child Stephen III Duke of Bavaria, Stephen III Duke of Bavaria has parent Stephen II Duke of Bavaria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Eleanor of Lancaster has child Alice Holland Countess of Kent, Alice Holland Countess of Kent has parent Eleanor of Lancaster The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Giovanni di Bicci de Medici, Lorenzo the Elder has parent Giovanni di Bicci de Medici The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Giovanni di Bicci de Medici, Cosimo de Medici has parent Giovanni di Bicci de Medici The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Henrietta Maria, Henrietta of England has parent Henrietta Maria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Vladimir the Great, Yaroslav the Wise has parent Vladimir the Great The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Henry I Count of Berg, Salomea of Berg has parent Henry I Count of Berg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Anne of Austria, Louis XIV has parent Anne of Austria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Anne of Austria, Philippe I Duke of Orl ans has parent Anne of Austria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Clementia of Hungary has child John I of France, John I of France has parent Clementia of Hungary The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Lorenzo de Medici Duke of Urbino, Catherine de Medici has parent Lorenzo de Medici Duke of Urbino The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maria Anna of Bavaria born 1551, Margaret of Austria Queen of Spain has parent Maria Anna of Bavaria born 1551 The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John of Bohemia has child Bonne of Luxembourg, Bonne of Luxembourg has parent John of Bohemia The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Juana Enr quez, Ferdinand II of Aragon has parent Juana Enr quez The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Carlo Buonaparte, Napoleon has parent Carlo Buonaparte The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Carlo Buonaparte, Louis Bonaparte has parent Carlo Buonaparte The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Karl August Grand Duke of Saxe Weimar Eisenach, Princess Caroline Louise of Saxe Weimar Eisenach has parent Karl August Grand Duke of Saxe Weimar Eisenach The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Elisabeth Farnese has child Maria Antonia Ferdinanda of Spain, Maria Antonia Ferdinanda of Spain has parent Elisabeth Farnese The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Yaroslav the Wise has child Anne of Kiev, Anne of Kiev has parent Yaroslav the Wise The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Beatrice of Portugal died 1381 has child Eleanor of Alburquerque, Eleanor of Alburquerque has parent Beatrice of Portugal died 1381 The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Princess Elisabeth Albertine of Saxe Hildburghausen has child Charlotte of Mecklenburg Strelitz, Charlotte of Mecklenburg Strelitz has parent Princess Elisabeth Albertine of Saxe Hildburghausen The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Peter I Duke of Bourbon, Joanna of Bourbon has parent Peter I Duke of Bourbon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mary of Burgundy, Philip I of Castile has parent Mary of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matilda of Saxony countess of Flanders, Arnulf II Count of Flanders has parent Matilda of Saxony countess of Flanders The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Countess Caroline of Nassau Saarbr cken, Countess Palatine Caroline of Zweibr cken has parent Countess Caroline of Nassau Saarbr cken The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Marie of Anjou has child Louis XI, Louis XI has parent Marie of Anjou The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Thomas Holland 2nd Earl of Kent, Margaret Holland Duchess of Clarence has parent Thomas Holland 2nd Earl of Kent The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ermentrude de Roucy, Reginald I Count of Burgundy has parent Ermentrude de Roucy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gaston de Foix Count of Candale, Anne of Foix Candale has parent Gaston de Foix Count of Candale The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
K ten, Elizabeth the Cuman has parent K ten The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Agnes of the Palatinate, Louis II Duke of Bavaria has parent Agnes of the Palatinate The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Robert II Count of Hesbaye, Robert III of Worms has parent Robert II Count of Hesbaye The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip V of Spain, Maria Antonia Ferdinanda of Spain has parent Philip V of Spain The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip V of Spain, Charles III of Spain has parent Philip V of Spain The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ealhswith, Edward the Elder has parent Ealhswith The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ferdinand VII of Spain, Infanta Luisa Fernanda Duchess of Montpensier has parent Ferdinand VII of Spain The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charlotte Agla  d Orl ans, Maria Teresa Felicitas d Este has parent Charlotte Agla  d Orl ans The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
William XII Count of Auvergne, Joan I Countess of Auvergne has parent William XII Count of Auvergne The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Beatrice of Castile 1242 1303, Denis of Portugal has parent Beatrice of Castile 1242 1303 The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Oberto II Margrave of Milan, Albert Azzo I Margrave of Milan has parent Oberto II Margrave of Milan The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles II Duke of Lorraine, Isabella Duchess of Lorraine has parent Charles II Duke of Lorraine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Anne Marie d Orl ans, Marie Ad la de of Savoy has parent Anne Marie d Orl ans The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Anne Marie d Orl ans has child Charles Emmanuel III of Sardinia, Charles Emmanuel III of Sardinia has parent Anne Marie d Orl ans The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Pepin the Short, Charlemagne has parent Pepin the Short The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Jeanne d Albret has child Henry IV of France, Henry IV of France has parent Jeanne d Albret The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Isabella of Aragon Queen of France, Philip IV of France has parent Isabella of Aragon Queen of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Isabella of Aragon Queen of France has child Charles Count of Valois, Charles Count of Valois has parent Isabella of Aragon Queen of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Margaret of Baux, Jacquetta of Luxembourg has parent Margaret of Baux The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Reginar Longneck, Reginar II Count of Hainaut has parent Reginar Longneck The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Marie of Blois Duchess of Anjou, Louis II of Anjou has parent Marie of Blois Duchess of Anjou The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Cumans, Elizabeth the Cuman has parent Cumans The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Dedi III Margrave of Lusatia, Agnes of Rochlitz has parent Dedi III Margrave of Lusatia The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Alice of Normandy, William I Count of Burgundy has parent Alice of Normandy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Francis I of the Two Sicilies, Maria Christina of the Two Sicilies has parent Francis I of the Two Sicilies The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Bavaria, Mary of Burgundy Duchess of Cleves has parent Margaret of Bavaria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Bavaria has child Agnes of Burgundy Duchess of Bourbon, Agnes of Burgundy Duchess of Bourbon has parent Margaret of Bavaria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Margaret of Bavaria has child Philip the Good, Philip the Good has parent Margaret of Bavaria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Boso II of Italy, Boso the Elder has parent Boso II of Italy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Hermann Billung, Matilda of Saxony countess of Flanders has parent Hermann Billung The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
James of Avesnes, Bouchard IV of Avesnes has parent James of Avesnes The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matthias II Duke of Lorraine has child Frederick III Duke of Lorraine, Frederick III Duke of Lorraine has parent Matthias II Duke of Lorraine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Henry II Count of Louvain, Godfrey I Count of Louvain has parent Henry II Count of Louvain The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Denmark Queen of Scotland, James IV of Scotland has parent Margaret of Denmark Queen of Scotland The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Anna of Holstei Gottorp, Anna Maria of Ostfriesland has parent Anna of Holstei Gottorp The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maria Amalia of Saxony has child Maria Luisa of Spain, Maria Luisa of Spain has parent Maria Amalia of Saxony The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Frederick I Count of Vaud mont, Antoine Count of Vaud mont has parent Frederick I Count of Vaud mont The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis IV of France, Lothair of France has parent Louis IV of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis IV of France has child Matilda of France, Matilda of France has parent Louis IV of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Ermengarde Countess of Maine, Geoffrey Plantagenet Count of Anjou has parent Ermengarde Countess of Maine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ermengarde Countess of Maine, Sibylla of Anjou has parent Ermengarde Countess of Maine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles III of Spain, Maria Luisa of Spain has parent Charles III of Spain The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Edward the Exile, Saint Margaret of Scotland has parent Edward the Exile The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Eleanor de Guzm n, Henry II of Castile has parent Eleanor de Guzm n The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Joan Countess of Ponthieu has child Eleanor of Castile, Eleanor of Castile has parent Joan Countess of Ponthieu The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Adele of Vermandois, Baldwin III Count of Flanders has parent Adele of Vermandois The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Baldwin III Count of Hainaut, Baldwin IV Count of Hainaut has parent Baldwin III Count of Hainaut The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis XIII has child Louis XIV, Louis XIV has parent Louis XIII The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Theobald the Elder, Theobald I Count of Blois has parent Theobald the Elder The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Agnes of Burgundy Duchess of Aquitaine, William VIII Duke of Aquitaine has parent Agnes of Burgundy Duchess of Aquitaine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Canute Lavard, Valdemar I of Denmark has parent Canute Lavard The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Edward the Elder has child Eadgifu of Wessex, Eadgifu of Wessex has parent Edward the Elder The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Margaret of Provence has child Agnes of France Duchess of Burgundy, Agnes of France Duchess of Burgundy has parent Margaret of Provence The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Margaret of Provence, Philip III of France has parent Margaret of Provence The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Enno III Count of East Frisia, Anna Maria of Ostfriesland has parent Enno III Count of East Frisia The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Berthold I of Istria, Berthold Duke of Merania has parent Berthold I of Istria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Rogneda of Polotsk, Yaroslav the Wise has parent Rogneda of Polotsk The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Muzio Attendolo Sforza, Francesco I Sforza has parent Muzio Attendolo Sforza The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Frederick II Count of Vaud mont, Ren  II Duke of Lorraine has parent Frederick II Count of Vaud mont The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Richeza of Poland Queen of Sweden has child Sophia of Minsk, Sophia of Minsk has parent Richeza of Poland Queen of Sweden The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John II Duke of Brittany has child Blanche of Brittany, Blanche of Brittany has parent John II Duke of Brittany The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John II Duke of Brittany has child Marie of Brittany Countess of Saint Pol, Marie of Brittany Countess of Saint Pol has parent John II Duke of Brittany The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John II Duke of Brittany has child Arthur II Duke of Brittany, Arthur II Duke of Brittany has parent John II Duke of Brittany The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John I Count of La Marche, Louis Count of Vend me has parent John I Count of La Marche The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John I Count of La Marche, Charlotte of Bourbon Queen of Cyprus has parent John I Count of La Marche The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Lucrezia Tornabuoni, Lorenzo de Medici has parent Lucrezia Tornabuoni The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John I Count of Hainaut, John II Count of Holland has parent John I Count of Hainaut The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Leopold Duke of Lorraine has child Francis I Holy Roman Emperor, Francis I Holy Roman Emperor has parent Leopold Duke of Lorraine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Philippa of Hainault, John of Gaunt has parent Philippa of Hainault The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
William the Younger Duke of Brunswic L neburg has child George Duke of Brunswic Calenberg, George Duke of Brunswic Calenberg has parent William the Younger Duke of Brunswic L neburg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charles the Bald, Louis the Stammerer has parent Charles the Bald The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Caroline of Ansbach, Frederick Prince of Wales has parent Caroline of Ansbach The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Henry V of England has child Henry VI of England, Henry VI of England has parent Henry V of England The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Otto II Duke of Bavaria, Louis II Duke of Bavaria has parent Otto II Duke of Bavaria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Frederick I Duke of Lorraine has child Frederick II Duke of Lorraine, Frederick II Duke of Lorraine has parent Frederick I Duke of Lorraine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Maria Luisa of Spain has child Archduchess Maria Clementina of Austria, Archduchess Maria Clementina of Austria has parent Maria Luisa of Spain The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Raymond of Burgundy has child Alfonso VII of Le n and Castile, Alfonso VII of Le n and Castile has parent Raymond of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Beatrice of Burgundy Lady of Bourbon, Louis I Duke of Bourbon has parent Beatrice of Burgundy Lady of Bourbon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John George I Elector of Saxony, Sophia Eleonore of Saxony has parent John George I Elector of Saxony The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Henry I Duke of Brabant, Henry II Duke of Brabant has parent Henry I Duke of Brabant The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Constant d Aubign , Fran oise d Aubign  Marquise de Maintenon has parent Constant d Aubign  The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Baldwin II Count of Hainaut, Baldwin III Count of Hainaut has parent Baldwin II Count of Hainaut The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gisela of Friuli, Berengar II of Italy has parent Gisela of Friuli The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis Duke of Orl ans 1703 1752 has child Louis Philippe I Duke of Orl ans, Louis Philippe I Duke of Orl ans has parent Louis Duke of Orl ans 1703 1752 The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Hortense de Beauharnais has child Napoleon III, Napoleon III has parent Hortense de Beauharnais The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Matilda of France has child Bertha of Burgundy, Bertha of Burgundy has parent Matilda of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Margaret of Bourbon Queen of Navarre, Henry I of Navarre has parent Margaret of Bourbon Queen of Navarre The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Claudine de Brosse, Charles III Duke of Savoy has parent Claudine de Brosse The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Peter II of Aragon has child James I of Aragon, James I of Aragon has parent Peter II of Aragon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charles X has child Charles Ferdinand Duke of Berry, Charles Ferdinand Duke of Berry has parent Charles X The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Arthur II Duke of Brittany, John of Montfort has parent Arthur II Duke of Brittany The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Jeanne de Bourbon Duchess of Bourbon, Madeleine de La Tour d Auvergne has parent Jeanne de Bourbon Duchess of Bourbon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Helie of Semur, Henry son of Robert I of Burgundy has parent Helie of Semur The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles Prince of Anhalt Zerbst, Princess Magdalena Augusta of Anhalt Zerbst has parent Charles Prince of Anhalt Zerbst The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Anna of Austria Queen of Spain, Philip III of Spain has parent Anna of Austria Queen of Spain The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Sancho Alfonso, Eleanor of Alburquerque has parent Sancho Alfonso The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matilda of Brabant Countess of Artois, Blanche of Artois has parent Matilda of Brabant Countess of Artois The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Elias I Count of Maine, Ermengarde Countess of Maine has parent Elias I Count of Maine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
William I of Geneva, Margaret of Geneva has parent William I of Geneva The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Edward King of Portugal has child Ferdinand Duke of Viseu, Ferdinand Duke of Viseu has parent Edward King of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Edward King of Portugal has child Afonso V of Portugal, Afonso V of Portugal has parent Edward King of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Beatrice Regina della Scala, Taddea Visconti has parent Beatrice Regina della Scala The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles I of England, Henrietta of England has parent Charles I of England The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philippa of Guelders, Antoine Duke of Lorraine has parent Philippa of Guelders The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maria Teresa Cybo Malaspina Duchess of Massa has child Maria Beatrice d Este Duchess of Massa, Maria Beatrice d Este Duchess of Massa has parent Maria Teresa Cybo Malaspina Duchess of Massa The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Adelaide of Burgundy Duchess of Brabant, Marie of Brabant Queen of France has parent Adelaide of Burgundy Duchess of Brabant The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gerberga of M con, Otto William Count of Burgundy has parent Gerberga of M con The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of the Palatinate has child Isabella Duchess of Lorraine, Isabella Duchess of Lorraine has parent Margaret of the Palatinate The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Matilda of Ringelheim, Gerberga of Saxony has parent Matilda of Ringelheim The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mary of Avesnes, Peter I Duke of Bourbon has parent Mary of Avesnes The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mary of Avesnes, James I Count of La Marche has parent Mary of Avesnes The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Robert II Duke of Burgundy has child Odo IV Duke of Burgundy, Odo IV Duke of Burgundy has parent Robert II Duke of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Peter of Courtenay Lord of Conches, Amicie de Courtenay has parent Peter of Courtenay Lord of Conches The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Reginar II Count of Hainaut, Reginar III Count of Hainaut has parent Reginar II Count of Hainaut The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Artois, Philip III of Navarre has parent Margaret of Artois The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Empress Jos phine has child Hortense de Beauharnais, Hortense de Beauharnais has parent Empress Jos phine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Rudolf II Count of Habsburg, Albert IV Count of Habsburg has parent Rudolf II Count of Habsburg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
