Rule 28:
If parent ?a, then child ?b.
Amaury I de Montfort, Simon I de Montfort has parent Amaury I de Montfort. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis Count of Vend me, John VIII Count of Vend me has parent Louis Count of Vend me. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles VII of France has child Louis XI, Louis XI has parent Charles VII of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Ernest I Duke of Brunswic L neburg, William the Younger Duke of Brunswic L neburg has parent Ernest I Duke of Brunswic L neburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Flanders Duchess of Brabant, Margaret of Brabant has parent Margaret of Flanders Duchess of Brabant. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Antoine Duke of Montpensier has child Princess Marie Isabelle of Orl ans, Princess Marie Isabelle of Orl ans has parent Antoine Duke of Montpensier. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Theobald III Count of Blois, Stephen Count of Blois has parent Theobald III Count of Blois. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John Frederick Duke of Brunswic Calenberg, Wilhelmine Amalie of Brunswick has parent John Frederick Duke of Brunswic Calenberg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Agnes of France Duchess of Burgundy has child Margaret of Burgundy Queen of France, Margaret of Burgundy Queen of France has parent Agnes of France Duchess of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Agnes of France Duchess of Burgundy, Joan the Lame has parent Agnes of France Duchess of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles Emmanuel II Duke of Savoy has child Victor Amadeus II of Sardinia, Victor Amadeus II of Sardinia has parent Charles Emmanuel II Duke of Savoy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Judith of Flanders died 1095, Henry IX Duke of Bavaria has parent Judith of Flanders died 1095. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matthew Stewart 4th Earl of Lennox, Henry Stuart Lord Darnley has parent Matthew Stewart 4th Earl of Lennox. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Frederick III Holy Roman Emperor, Maximilian I Holy Roman Emperor has parent Frederick III Holy Roman Emperor. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Sophia of Brandenburg, Magnus II Duke of Brunswic L neburg has parent Sophia of Brandenburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles Duke of Orl ans has child Louis XII, Louis XII has parent Charles Duke of Orl ans. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Leopold II Holy Roman Emperor has child Francis II Holy Roman Emperor, Francis II Holy Roman Emperor has parent Leopold II Holy Roman Emperor. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Sviatoslav I has child Vladimir the Great, Vladimir the Great has parent Sviatoslav I. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Mahaut of Ch tillon, Isabella of Valois Duchess of Bourbon has parent Mahaut of Ch tillon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis X of France, John I of France has parent Louis X of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis X of France, Joan II of Navarre has parent Louis X of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
 thelwulf King of Wessex has child Alfred the Great, Alfred the Great has parent  thelwulf King of Wessex. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Isabeau of Bavaria, Charles VII of France has parent Isabeau of Bavaria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Berthold Duke of Merania, Agnes of Merania has parent Berthold Duke of Merania. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Wierzchoslawa Ludmilla of Greater Poland, Frederick II Duke of Lorraine has parent Wierzchoslawa Ludmilla of Greater Poland. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Napoleon has child Napoleon II, Napoleon II has parent Napoleon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Piero the Unfortunate, Lorenzo de Medici Duke of Urbino has parent Piero the Unfortunate. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Isabella I of Castile has child Maria of Aragon Queen of Portugal, Maria of Aragon Queen of Portugal has parent Isabella I of Castile. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Elisabeth of Meissen has child Elisabeth of Nuremberg, Elisabeth of Nuremberg has parent Elisabeth of Meissen. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Godfrey II Count of Louvain, Godfrey III Count of Louvain has parent Godfrey II Count of Louvain. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Viridis Visconti, Ernest Duke of Austria has parent Viridis Visconti. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
James V of Scotland has child Mary Queen of Scots, Mary Queen of Scots has parent James V of Scotland. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John the Fearless has child Philip the Good, Philip the Good has parent John the Fearless. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John the Fearless, Mary of Burgundy Duchess of Cleves has parent John the Fearless. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ernest Duke of Austria, Frederick III Holy Roman Emperor has parent Ernest Duke of Austria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Valentina Visconti Duchess of Orl ans, Charles Duke of Orl ans has parent Valentina Visconti Duchess of Orl ans. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Robert the Strong, Odo of France has parent Robert the Strong. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Sancho III of Castile has child Alfonso VIII of Castile, Alfonso VIII of Castile has parent Sancho III of Castile. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Berenguer Ramon I Count of Barcelona, Ramon Berenguer I Count of Barcelona has parent Berenguer Ramon I Count of Barcelona. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Berengaria of Barcelona, Sancho III of Castile has parent Berengaria of Barcelona. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ramon Berenguer I Count of Barcelona, Ramon Berenguer II Count of Barcelona has parent Ramon Berenguer I Count of Barcelona. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Geneva, Beatrice of Savoy has parent Margaret of Geneva. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Nicholas d Oisy Lord of Avesnes, James of Avesnes has parent Nicholas d Oisy Lord of Avesnes. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Theodoric II Duke of Lorraine has child Simon I Duke of Lorraine, Simon I Duke of Lorraine has parent Theodoric II Duke of Lorraine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Eleanor of Aragon Queen of Portugal has child Ferdinand Duke of Viseu, Ferdinand Duke of Viseu has parent Eleanor of Aragon Queen of Portugal. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Eleanor of Aragon Queen of Portugal has child Eleanor of Portugal Holy Roman Empress, Eleanor of Portugal Holy Roman Empress has parent Eleanor of Aragon Queen of Portugal. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Eleanor of Aragon Queen of Portugal has child Afonso V of Portugal, Afonso V of Portugal has parent Eleanor of Aragon Queen of Portugal. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charles Martel of Anjou, Clementia of Hungary has parent Charles Martel of Anjou. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Anna Sophia of Prussia, John VII Duke of Mecklenburg Schwerin has parent Anna Sophia of Prussia. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Albert I Duke of Brunswic L neburg, Albert II Duke of Brunswic L neburg has parent Albert I Duke of Brunswic L neburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Edward Count Palatine of Simmern, Benedicta Henrietta of the Palatinate has parent Edward Count Palatine of Simmern. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adolphus Frederick II Duke of Mecklenburg Strelitz has child Duke Charles Louis Frederick of Mecklenburg, Duke Charles Louis Frederick of Mecklenburg has parent Adolphus Frederick II Duke of Mecklenburg Strelitz. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Christine of France, Charles Emmanuel II Duke of Savoy has parent Christine of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Borrell II Count of Barcelona, Ramon Borrell Count of Barcelona has parent Borrell II Count of Barcelona. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Judith of Flanders, Baldwin II Margrave of Flanders has parent Judith of Flanders. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Leonor de Alvim, Beatriz Pereira de Alvim has parent Leonor de Alvim. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John VI of Vend me, Catherine of Vend me has parent John VI of Vend me. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maria Theresa of Savoy has child Charles Ferdinand Duke of Berry, Charles Ferdinand Duke of Berry has parent Maria Theresa of Savoy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Hedwig of Bavaria, Judith of Bavaria died 843 has parent Hedwig of Bavaria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Hedwig of Bavaria, Hemma has parent Hedwig of Bavaria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles Duke of Vend me has child Antoine of Navarre, Antoine of Navarre has parent Charles Duke of Vend me. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Maria Amalia of Naples and Sicily has child Antoine Duke of Montpensier, Antoine Duke of Montpensier has parent Maria Amalia of Naples and Sicily. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Maria Amalia of Naples and Sicily has child Ferdinand Philippe Duke of Orl ans, Ferdinand Philippe Duke of Orl ans has parent Maria Amalia of Naples and Sicily. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Fulk III Count of Anjou, Ermengarde of Anjou Duchess of Burgundy has parent Fulk III Count of Anjou. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Elisabeth Christine of Brunswic Wolfenb ttel has child Maria Theresa, Maria Theresa has parent Elisabeth Christine of Brunswic Wolfenb ttel. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louise Henriette de Bourbon, Louis Philippe II Duke of Orl ans has parent Louise Henriette de Bourbon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Count of Montijo, Eug nie de Montijo has parent Count of Montijo. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Richende De Bourges, Theobald I Count of Blois has parent Richende De Bourges. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
George II of Great Britain, Frederick Prince of Wales has parent George II of Great Britain. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Manuel I of Portugal, Isabella of Portugal has parent Manuel I of Portugal. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Elizabeth of Bohemia 1292 1330 has child Bonne of Luxembourg, Bonne of Luxembourg has parent Elizabeth of Bohemia 1292 1330. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Rozala of Italy has child Baldwin IV Count of Flanders, Baldwin IV Count of Flanders has parent Rozala of Italy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Lorenzo de Medici, Piero the Unfortunate has parent Lorenzo de Medici. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Simon I Duke of Lorraine, Matthias I Duke of Lorraine has parent Simon I Duke of Lorraine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis XIV has child Louis Dauphin of France son of Louis XIV, Louis Dauphin of France son of Louis XIV has parent Louis XIV. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis XIV has child Fran oise Marie de Bourbon, Fran oise Marie de Bourbon has parent Louis XIV. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Simon I de Montfort, Bertrade of Montfort has parent Simon I de Montfort. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matilda of Carinthia, Henry I Count of Champagne has parent Matilda of Carinthia. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maximilian I Holy Roman Emperor has child Philip I of Castile, Philip I of Castile has parent Maximilian I Holy Roman Emperor. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Margaret of Savoy Countess of Saint Pol has child Marie of Luxembourg Countess of Vend me, Marie of Luxembourg Countess of Vend me has parent Margaret of Savoy Countess of Saint Pol. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Otto IV Count of Burgundy, Blanche of Burgundy has parent Otto IV Count of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Otto IV Count of Burgundy, Joan II Countess of Burgundy has parent Otto IV Count of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip III of France, Charles Count of Valois has parent Philip III of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip III of France has child Philip IV of France, Philip IV of France has parent Philip III of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Adalard of Paris, Adelaide of Paris has parent Adalard of Paris. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Leopold III Duke of Austria, Ernest Duke of Austria has parent Leopold III Duke of Austria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Countess Palatine Dorothea Sophie of Neuburg has child Elisabeth Farnese, Elisabeth Farnese has parent Countess Palatine Dorothea Sophie of Neuburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Edmund Tudor 1st Earl of Richmond, Henry VII of England has parent Edmund Tudor 1st Earl of Richmond. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
William IX Duke of Aquitaine, William X Duke of Aquitaine has parent William IX Duke of Aquitaine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Bar, Henry VI Count of Luxembourg has parent Margaret of Bar. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Beatrice of Savoy has child Margaret of Provence, Margaret of Provence has parent Beatrice of Savoy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Beatrice of Savoy, Eleanor of Provence has parent Beatrice of Savoy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Saint Margaret of Scotland, Matilda of Scotland has parent Saint Margaret of Scotland. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis Duke of Burgundy has child Louis XV, Louis XV has parent Louis Duke of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Ecgberht King of Wessex has child  thelwulf King of Wessex,  thelwulf King of Wessex has parent Ecgberht King of Wessex. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Princess Magdalena Augusta of Anhalt Zerbst, Princess Augusta of Saxe Gotha has parent Princess Magdalena Augusta of Anhalt Zerbst. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gerard Duke of Lorraine has child Theodoric II Duke of Lorraine, Theodoric II Duke of Lorraine has parent Gerard Duke of Lorraine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Eleanor of Aquitaine has child John King of England, John King of England has parent Eleanor of Aquitaine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Anne of Kiev, Philip I of France has parent Anne of Kiev. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Albert I of Germany has child Albert II Duke of Austria, Albert II Duke of Austria has parent Albert I of Germany. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Odo I Count of Orl ans, Ermentrude of Orl ans has parent Odo I Count of Orl ans. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Joan of Geneva, Humbert II Count of Savoy has parent Joan of Geneva. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Henry II of Castile, John I of Castile has parent Henry II of Castile. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Baldwin V Count of Hainaut, Isabella of Hainault has parent Baldwin V Count of Hainaut. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Liudolf Margrave of Frisia, Matilda of Frisia has parent Liudolf Margrave of Frisia. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matilda of Habsburg, Louis IV Holy Roman Emperor has parent Matilda of Habsburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maud Chaworth, Eleanor of Lancaster has parent Maud Chaworth. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Schwerin, John VII Duke of Mecklenburg Schwerin has parent Schwerin. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Christine of Saxony has child Christine of Hesse, Christine of Hesse has parent Christine of Saxony. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Isabelle de Beauvau, Jeanne de Bourbon Duchess of Bourbon has parent Isabelle de Beauvau. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Otto IV Count of Scheyern, Otto I Duke of Bavaria has parent Otto IV Count of Scheyern. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Arnulf II Count of Flanders, Baldwin IV Count of Flanders has parent Arnulf II Count of Flanders. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adelaide of Aquitaine has child Robert II of France, Robert II of France has parent Adelaide of Aquitaine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Marie Countess of Harcourt, Frederick II Count of Vaud mont has parent Marie Countess of Harcourt. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis Dauphin of France son of Louis XIV has child Philip V of Spain, Philip V of Spain has parent Louis Dauphin of France son of Louis XIV. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis Dauphin of France son of Louis XIV has child Louis Duke of Burgundy, Louis Duke of Burgundy has parent Louis Dauphin of France son of Louis XIV. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Elizabeth of Portugal, Afonso IV of Portugal has parent Elizabeth of Portugal. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matilda of Savoy Queen of Portugal, Sancho I of Portugal has parent Matilda of Savoy Queen of Portugal. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Peter I Count of Saint Pol, Jacquetta of Luxembourg has parent Peter I Count of Saint Pol. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Valois Angoul me has child Jeanne d Albret, Jeanne d Albret has parent Margaret of Valois Angoul me. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Catalina Micaela of Spain, Victor Amadeus I Duke of Savoy has parent Catalina Micaela of Spain. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mary de Bohun, Henry V of England has parent Mary de Bohun. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Sophia of Hanover, George I of Great Britain has parent Sophia of Hanover. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Floris I Count of Holland has child Bertha of Holland, Bertha of Holland has parent Floris I Count of Holland. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Eleanor of Alburquerque has child John II of Aragon, John II of Aragon has parent Eleanor of Alburquerque. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
William Duke of J lich Cleves Berg, Marie Eleonore of Cleves has parent William Duke of J lich Cleves Berg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret ferch Dafydd, Owen Tudor has parent Margaret ferch Dafydd. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Polyxena of Hesse Rotenburg, Victor Amadeus III of Sardinia has parent Polyxena of Hesse Rotenburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Francis I of France has child Henry II of France, Henry II of France has parent Francis I of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Isabella of Angoul me, Henry III of England has parent Isabella of Angoul me. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matthias I Duke of Lorraine has child Frederick I Duke of Lorraine, Frederick I Duke of Lorraine has parent Matthias I Duke of Lorraine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Piccarda Bueri, Lorenzo the Elder has parent Piccarda Bueri. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Judith of Bavaria died 843, Charles the Bald has parent Judith of Bavaria died 843. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Alexandre de Beauharnais, Hortense de Beauharnais has parent Alexandre de Beauharnais. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gerloc, William IV Duke of Aquitaine has parent Gerloc. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Joinville, Antoine Count of Vaud mont has parent Margaret of Joinville. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Baldwin IV Count of Hainaut, Baldwin V Count of Hainaut has parent Baldwin IV Count of Hainaut. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John II Count of Holland, William I Count of Hainaut has parent John II Count of Holland. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Joseph I Holy Roman Emperor, Maria Josepha of Austria has parent Joseph I Holy Roman Emperor. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip VI of France, John II of France has parent Philip VI of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Agnes of Loon, Louis I Duke of Bavaria has parent Agnes of Loon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Begga, Pepin of Herstal has parent Begga. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Blanche of Castile has child Louis IX of France, Louis IX of France has parent Blanche of Castile. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Peter II of Courtenay, Yolanda of Courtenay has parent Peter II of Courtenay. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
William III of M con, Stephen II of Auxonne has parent William III of M con. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Radbot of Klettgau, Werner I Count of Klettgau has parent Radbot of Klettgau. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Dorothea of Denmark Duchess of Brunswic L neburg, George Duke of Brunswic Calenberg has parent Dorothea of Denmark Duchess of Brunswic L neburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Catherine of Foix Countess of Candale, Anne of Foix Candale has parent Catherine of Foix Countess of Candale. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adelaide of Italy, Emma of Italy has parent Adelaide of Italy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Isambart, Hedwig of Bavaria has parent Isambart. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Rupert King of the Romans, Margaret of the Palatinate has parent Rupert King of the Romans. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Bernard I Duke of Brunswic L neburg, Frederick II Duke of Brunswic L neburg has parent Bernard I Duke of Brunswic L neburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
